,set,failedInt
0,prob_set_057.txt,104
0,prob_set_058.txt,6
0,prob_set_058.txt,7
0,prob_set_058.txt,8
0,prob_set_058.txt,9
0,prob_set_058.txt,11
0,prob_set_058.txt,14
0,prob_set_058.txt,15
0,prob_set_058.txt,20
0,prob_set_058.txt,21
0,prob_set_058.txt,24
0,prob_set_058.txt,27
0,prob_set_058.txt,33
0,prob_set_058.txt,54
0,prob_set_058.txt,58
0,prob_set_058.txt,125
0,prob_set_059.txt,8
0,prob_set_059.txt,9
0,prob_set_059.txt,17
0,prob_set_059.txt,18
0,prob_set_059.txt,20
0,prob_set_059.txt,28
0,prob_set_059.txt,45
0,prob_set_059.txt,46
0,prob_set_059.txt,50
0,prob_set_059.txt,51
0,prob_set_060.txt,7
0,prob_set_060.txt,8
0,prob_set_060.txt,36
0,prob_set_060.txt,47
0,prob_set_060.txt,94
0,prob_set_061.txt,59
0,prob_set_062.txt,8
0,prob_set_062.txt,11
0,prob_set_062.txt,15
0,prob_set_062.txt,22
0,prob_set_062.txt,25
0,prob_set_062.txt,33
0,prob_set_062.txt,40
0,prob_set_062.txt,42
0,prob_set_062.txt,71
0,prob_set_062.txt,111
0,prob_set_062.txt,278
0,prob_set_063.txt,15
0,prob_set_063.txt,23
0,prob_set_063.txt,24
0,prob_set_063.txt,37
0,prob_set_063.txt,69
0,prob_set_063.txt,77
0,prob_set_063.txt,219
0,prob_set_064.txt,7
0,prob_set_064.txt,10
0,prob_set_064.txt,13
0,prob_set_064.txt,16
0,prob_set_064.txt,17
0,prob_set_064.txt,43
0,prob_set_064.txt,80
0,prob_set_065.txt,6
0,prob_set_065.txt,7
0,prob_set_065.txt,25
0,prob_set_065.txt,26
0,prob_set_065.txt,30
0,prob_set_065.txt,65
0,prob_set_066.txt,6
0,prob_set_066.txt,10
0,prob_set_066.txt,25
0,prob_set_066.txt,26
0,prob_set_066.txt,50
0,prob_set_067.txt,6
0,prob_set_067.txt,7
0,prob_set_067.txt,8
0,prob_set_067.txt,9
0,prob_set_067.txt,16
0,prob_set_067.txt,27
0,prob_set_067.txt,28
0,prob_set_067.txt,33
0,prob_set_067.txt,55
0,prob_set_067.txt,63
0,prob_set_067.txt,71
0,prob_set_067.txt,111
0,prob_set_068.txt,10
0,prob_set_068.txt,15
0,prob_set_068.txt,16
0,prob_set_068.txt,17
0,prob_set_068.txt,40
0,prob_set_068.txt,45
0,prob_set_068.txt,51
0,prob_set_069.txt,8
0,prob_set_069.txt,10
0,prob_set_069.txt,12
0,prob_set_069.txt,13
0,prob_set_069.txt,16
0,prob_set_069.txt,17
0,prob_set_069.txt,23
0,prob_set_069.txt,27
0,prob_set_069.txt,43
0,prob_set_069.txt,52
0,prob_set_070.txt,7
0,prob_set_070.txt,9
0,prob_set_070.txt,10
0,prob_set_070.txt,23
0,prob_set_070.txt,73
0,prob_set_071.txt,7
0,prob_set_071.txt,8
0,prob_set_071.txt,10
0,prob_set_071.txt,13
0,prob_set_071.txt,15
0,prob_set_071.txt,23
0,prob_set_071.txt,29
0,prob_set_071.txt,45
0,prob_set_071.txt,72
0,prob_set_071.txt,81
0,prob_set_071.txt,102
0,prob_set_071.txt,103
0,prob_set_071.txt,107
0,prob_set_072.txt,6
0,prob_set_072.txt,7
0,prob_set_072.txt,9
0,prob_set_072.txt,10
0,prob_set_072.txt,11
0,prob_set_072.txt,12
0,prob_set_072.txt,15
0,prob_set_072.txt,18
0,prob_set_072.txt,43
0,prob_set_072.txt,46
0,prob_set_072.txt,47
0,prob_set_072.txt,49
0,prob_set_072.txt,50
0,prob_set_073.txt,6
0,prob_set_073.txt,8
0,prob_set_073.txt,13
0,prob_set_073.txt,14
0,prob_set_073.txt,18
0,prob_set_073.txt,23
0,prob_set_073.txt,32
0,prob_set_073.txt,35
0,prob_set_073.txt,36
0,prob_set_073.txt,44
0,prob_set_073.txt,58
0,prob_set_074.txt,7
0,prob_set_074.txt,11
0,prob_set_074.txt,12
0,prob_set_074.txt,14
0,prob_set_074.txt,15
0,prob_set_074.txt,19
0,prob_set_074.txt,20
0,prob_set_074.txt,21
0,prob_set_074.txt,22
0,prob_set_074.txt,23
0,prob_set_074.txt,36
0,prob_set_074.txt,46
0,prob_set_074.txt,48
0,prob_set_074.txt,51
0,prob_set_074.txt,54
0,prob_set_074.txt,63
0,prob_set_074.txt,92
0,prob_set_074.txt,104
0,prob_set_075.txt,6
0,prob_set_075.txt,7
0,prob_set_075.txt,9
0,prob_set_075.txt,10
0,prob_set_075.txt,13
0,prob_set_075.txt,15
0,prob_set_075.txt,16
0,prob_set_075.txt,20
0,prob_set_075.txt,21
0,prob_set_075.txt,23
0,prob_set_075.txt,26
0,prob_set_075.txt,28
0,prob_set_075.txt,29
0,prob_set_075.txt,31
0,prob_set_075.txt,33
0,prob_set_075.txt,38
0,prob_set_075.txt,43
0,prob_set_075.txt,47
0,prob_set_075.txt,48
0,prob_set_075.txt,55
0,prob_set_075.txt,116
0,prob_set_075.txt,152
0,prob_set_076.txt,7
0,prob_set_076.txt,14
0,prob_set_076.txt,15
0,prob_set_076.txt,23
0,prob_set_076.txt,31
0,prob_set_076.txt,64
0,prob_set_076.txt,66
0,prob_set_076.txt,71
0,prob_set_076.txt,93
0,prob_set_076.txt,101
0,prob_set_077.txt,6
0,prob_set_077.txt,9
0,prob_set_077.txt,10
0,prob_set_077.txt,13
0,prob_set_077.txt,16
0,prob_set_077.txt,18
0,prob_set_077.txt,20
0,prob_set_077.txt,22
0,prob_set_077.txt,24
0,prob_set_077.txt,28
0,prob_set_077.txt,37
0,prob_set_077.txt,38
0,prob_set_077.txt,43
0,prob_set_077.txt,50
0,prob_set_077.txt,77
0,prob_set_077.txt,100
0,prob_set_078.txt,6
0,prob_set_078.txt,11
0,prob_set_078.txt,14
0,prob_set_078.txt,15
0,prob_set_078.txt,16
0,prob_set_078.txt,21
0,prob_set_078.txt,22
0,prob_set_078.txt,24
0,prob_set_078.txt,25
0,prob_set_078.txt,26
0,prob_set_078.txt,27
0,prob_set_078.txt,32
0,prob_set_078.txt,38
0,prob_set_078.txt,40
0,prob_set_078.txt,46
0,prob_set_078.txt,47
0,prob_set_078.txt,89
0,prob_set_078.txt,265
0,prob_set_079.txt,7
0,prob_set_079.txt,10
0,prob_set_079.txt,12
0,prob_set_079.txt,14
0,prob_set_079.txt,16
0,prob_set_079.txt,26
0,prob_set_079.txt,35
0,prob_set_079.txt,41
0,prob_set_079.txt,47
0,prob_set_079.txt,52
0,prob_set_079.txt,84
0,prob_set_079.txt,362
0,prob_set_080.txt,6
0,prob_set_080.txt,9
0,prob_set_080.txt,18
0,prob_set_080.txt,19
0,prob_set_080.txt,20
0,prob_set_080.txt,23
0,prob_set_080.txt,36
0,prob_set_081.txt,6
0,prob_set_081.txt,7
0,prob_set_081.txt,18
0,prob_set_081.txt,22
0,prob_set_081.txt,48
0,prob_set_081.txt,201
0,prob_set_082.txt,8
0,prob_set_082.txt,12
0,prob_set_082.txt,16
0,prob_set_082.txt,19
0,prob_set_082.txt,51
0,prob_set_082.txt,54
0,prob_set_082.txt,107
0,prob_set_083.txt,7
0,prob_set_083.txt,10
0,prob_set_083.txt,11
0,prob_set_083.txt,26
0,prob_set_083.txt,29
0,prob_set_083.txt,32
0,prob_set_083.txt,40
0,prob_set_083.txt,48
0,prob_set_083.txt,50
0,prob_set_083.txt,78
0,prob_set_083.txt,86
0,prob_set_083.txt,94
0,prob_set_084.txt,6
0,prob_set_084.txt,7
0,prob_set_084.txt,8
0,prob_set_084.txt,9
0,prob_set_084.txt,19
0,prob_set_084.txt,23
0,prob_set_084.txt,27
0,prob_set_084.txt,28
0,prob_set_084.txt,29
0,prob_set_084.txt,30
0,prob_set_084.txt,31
0,prob_set_084.txt,32
0,prob_set_084.txt,34
0,prob_set_084.txt,35
0,prob_set_084.txt,39
0,prob_set_084.txt,41
0,prob_set_084.txt,42
0,prob_set_084.txt,44
0,prob_set_084.txt,49
0,prob_set_084.txt,53
0,prob_set_084.txt,73
0,prob_set_084.txt,76
0,prob_set_085.txt,6
0,prob_set_085.txt,7
0,prob_set_085.txt,63
0,prob_set_085.txt,80
0,prob_set_086.txt,8
0,prob_set_086.txt,15
0,prob_set_086.txt,33
0,prob_set_086.txt,60
0,prob_set_087.txt,8
0,prob_set_087.txt,11
0,prob_set_087.txt,16
0,prob_set_087.txt,20
0,prob_set_087.txt,21
0,prob_set_087.txt,35
0,prob_set_087.txt,55
0,prob_set_087.txt,67
0,prob_set_087.txt,71
0,prob_set_087.txt,75
0,prob_set_087.txt,79
0,prob_set_087.txt,111
0,prob_set_088.txt,6
0,prob_set_088.txt,7
0,prob_set_088.txt,9
0,prob_set_088.txt,10
0,prob_set_088.txt,12
0,prob_set_088.txt,65
0,prob_set_089.txt,6
0,prob_set_089.txt,7
0,prob_set_089.txt,12
0,prob_set_089.txt,13
0,prob_set_089.txt,27
0,prob_set_089.txt,48
0,prob_set_089.txt,63
0,prob_set_089.txt,82
0,prob_set_090.txt,6
0,prob_set_090.txt,17
0,prob_set_090.txt,25
0,prob_set_090.txt,26
0,prob_set_090.txt,299
0,prob_set_091.txt,6
0,prob_set_091.txt,10
0,prob_set_091.txt,12
0,prob_set_091.txt,14
0,prob_set_091.txt,21
0,prob_set_091.txt,30
0,prob_set_091.txt,51
0,prob_set_091.txt,53
0,prob_set_091.txt,84
0,prob_set_091.txt,96
0,prob_set_091.txt,218
0,prob_set_092.txt,8
0,prob_set_092.txt,9
0,prob_set_092.txt,13
0,prob_set_092.txt,14
0,prob_set_092.txt,21
0,prob_set_092.txt,23
0,prob_set_092.txt,26
0,prob_set_092.txt,28
0,prob_set_092.txt,29
0,prob_set_092.txt,38
0,prob_set_092.txt,41
0,prob_set_093.txt,6
0,prob_set_093.txt,7
0,prob_set_093.txt,8
0,prob_set_093.txt,13
0,prob_set_093.txt,18
0,prob_set_093.txt,19
0,prob_set_093.txt,23
0,prob_set_093.txt,25
0,prob_set_093.txt,27
0,prob_set_093.txt,33
0,prob_set_093.txt,34
0,prob_set_093.txt,35
0,prob_set_093.txt,36
0,prob_set_093.txt,38
0,prob_set_093.txt,49
0,prob_set_093.txt,50
0,prob_set_093.txt,78
0,prob_set_094.txt,7
0,prob_set_094.txt,9
0,prob_set_094.txt,10
0,prob_set_094.txt,17
0,prob_set_094.txt,18
0,prob_set_094.txt,19
0,prob_set_094.txt,29
0,prob_set_094.txt,31
0,prob_set_094.txt,37
0,prob_set_094.txt,39
0,prob_set_094.txt,49
0,prob_set_094.txt,53
0,prob_set_094.txt,131
0,prob_set_094.txt,263
0,prob_set_095.txt,8
0,prob_set_095.txt,10
0,prob_set_095.txt,12
0,prob_set_095.txt,19
0,prob_set_095.txt,20
0,prob_set_095.txt,24
0,prob_set_095.txt,33
0,prob_set_095.txt,34
0,prob_set_095.txt,36
0,prob_set_095.txt,48
0,prob_set_095.txt,181
0,prob_set_096.txt,6
0,prob_set_096.txt,8
0,prob_set_096.txt,11
0,prob_set_096.txt,12
0,prob_set_096.txt,15
0,prob_set_096.txt,17
0,prob_set_096.txt,20
0,prob_set_096.txt,25
0,prob_set_096.txt,28
0,prob_set_096.txt,29
0,prob_set_096.txt,30
0,prob_set_096.txt,31
0,prob_set_096.txt,32
0,prob_set_096.txt,33
0,prob_set_096.txt,35
0,prob_set_096.txt,54
0,prob_set_096.txt,75
0,prob_set_096.txt,84
0,prob_set_097.txt,6
0,prob_set_097.txt,11
0,prob_set_097.txt,12
0,prob_set_097.txt,13
0,prob_set_097.txt,14
0,prob_set_097.txt,17
0,prob_set_097.txt,21
0,prob_set_097.txt,24
0,prob_set_097.txt,25
0,prob_set_097.txt,26
0,prob_set_097.txt,35
0,prob_set_097.txt,42
0,prob_set_097.txt,43
0,prob_set_097.txt,52
0,prob_set_097.txt,60
0,prob_set_097.txt,63
0,prob_set_097.txt,95
0,prob_set_097.txt,106
0,prob_set_098.txt,6
0,prob_set_098.txt,15
0,prob_set_098.txt,20
0,prob_set_098.txt,21
0,prob_set_098.txt,40
0,prob_set_098.txt,58
0,prob_set_098.txt,66
0,prob_set_098.txt,67
0,prob_set_099.txt,7
0,prob_set_099.txt,9
0,prob_set_099.txt,10
0,prob_set_099.txt,12
0,prob_set_099.txt,13
0,prob_set_099.txt,14
0,prob_set_099.txt,15
0,prob_set_099.txt,16
0,prob_set_099.txt,25
0,prob_set_099.txt,41
0,prob_set_099.txt,47
0,prob_set_099.txt,64
0,prob_set_099.txt,76
0,prob_set_099.txt,91
0,prob_set_100.txt,6
0,prob_set_100.txt,7
0,prob_set_100.txt,9
0,prob_set_100.txt,10
0,prob_set_100.txt,12
0,prob_set_100.txt,15
0,prob_set_100.txt,16
0,prob_set_100.txt,20
0,prob_set_100.txt,29
0,prob_set_100.txt,30
0,prob_set_100.txt,32
0,prob_set_100.txt,54
0,prob_set_100.txt,65
0,prob_set_100.txt,67
0,prob_set_100.txt,71
0,prob_set_100.txt,75
